customer_id,credit_score,monthly_income,loan_amount,monthly_emi,outstanding_amount,overdue_amount,emi_delay_count,previous_payment_delays,complaint_count,negative_sentiment_count,transaction_count,transaction_anomaly_count,employment_type,default_next_90_days
C0343,652,62606,347000,10800,140900,0,0,0,3,0,46,0,Freelance,0
C0344,678,46494,540000,14400,397300,41900,3,4,3,2,18,1,Business Owner,1
C0345,679,53588,473000,13500,417900,0,0,0,1,0,42,0,Business Owner,0
C0346,709,45853,431000,12700,251900,13800,1,1,2,0,57,0,Salaried,0
C0347,611,49900,739000,22200,279600,0,0,0,1,0,59,0,Business Owner,0
C0348,748,55584,219000,5500,76300,0,0,0,1,0,30,0,Business Owner,0
C0349,673,55356,391000,7900,271400,0,0,0,0,0,36,0,Freelance,0
C0350,782,35853,456000,11900,413900,0,0,0,0,0,53,0,Business Owner,0
C0351,642,72014,1039000,21600,280500,0,0,0,0,0,58,0,Salaried,0
C0352,682,42117,359000,9900,74600,0,0,0,1,0,26,1,Salaried,0
C0353,616,49861,525000,12500,416300,0,0,1,0,0,35,0,Business Owner,0
C0354,666,32426,429000,14100,98400,15700,1,2,0,0,33,0,Self-Employed,1
C0355,733,59403,269000,8900,168100,9900,1,1,1,1,45,0,Business Owner,0
C0356,417,32566,289000,9500,235700,10800,1,3,1,0,29,0,Salaried,1
C0357,675,45790,436000,12300,189800,0,0,1,0,0,40,0,Salaried,0
C0358,794,39746,281000,8000,88200,0,0,0,1,1,28,1,Freelance,0
C0359,677,25228,100000,2300,90500,0,0,0,1,0,63,2,Business Owner,0
C0360,649,52715,230000,4600,218400,0,0,0,0,0,36,0,Business Owner,0
C0361,615,50911,164000,3500,78500,0,0,0,1,0,34,0,Freelance,0
C0362,722,52809,526000,14800,100100,16600,1,1,1,1,26,0,Salaried,0
C0363,474,42043,624000,13000,164600,29900,2,2,2,0,34,1,Freelance,1
C0364,625,79531,368000,8200,260500,0,0,0,1,0,56,0,Self-Employed,0
C0365,618,109618,1539000,45800,342200,0,0,0,0,0,44,0,Business Owner,0
C0366,776,35215,445000,9900,197200,0,0,0,1,0,30,0,Salaried,0
C0367,786,20000,279000,7900,80800,0,0,0,0,0,74,0,Freelance,0
C0368,715,38153,444000,9500,231300,9700,1,1,4,0,41,2,Salaried,0
C0369,711,49038,204000,5000,134800,0,0,1,0,0,76,0,Self-Employed,0
C0370,649,60916,787000,22400,597900,0,0,0,0,0,44,0,Business Owner,0
C0371,670,57212,768000,25500,330400,80000,3,5,2,1,69,0,Freelance,1
C0372,584,76384,484000,16500,352800,0,0,0,0,0,99,0,Salaried,1
C0373,609,20000,73000,1500,52800,0,0,0,0,0,37,0,Business Owner,0
C0374,738,25922,280000,9100,135600,9600,1,4,0,0,57,0,Business Owner,1
C0375,552,44127,381000,10200,234600,12000,1,4,2,2,84,0,Salaried,1
C0376,719,21033,85000,2200,63800,0,0,1,0,0,33,1,Business Owner,0
C0377,662,56553,762000,15900,656000,16000,1,3,2,1,47,0,Business Owner,0
C0378,624,47703,293000,7800,80700,0,0,0,0,0,48,1,Freelance,0
C0379,706,102645,989000,21500,248200,0,0,0,0,0,46,0,Business Owner,0
C0380,621,48373,465000,15200,440600,16500,1,2,1,1,50,0,Freelance,0
C0381,684,35033,135000,4600,103000,0,0,0,0,0,45,0,Business Owner,0
C0382,699,29802,262000,7700,41400,17200,2,4,2,0,40,0,Self-Employed,1
C0383,658,48672,196000,6300,150400,0,0,1,1,0,52,0,Self-Employed,0
C0384,718,70577,1042000,23300,344400,64300,3,3,1,1,61,3,Freelance,1
C0385,670,44104,487000,16200,252200,0,0,0,2,0,47,0,Freelance,0
C0386,525,34991,324000,9300,50800,0,0,0,0,0,31,0,Self-Employed,0
C0387,646,29804,339000,9600,155700,17700,2,2,1,1,63,2,Business Owner,0
C0388,650,54551,602000,15700,317000,15900,1,3,3,0,47,0,Freelance,1
C0389,772,38063,353000,7700,89400,0,0,1,0,0,50,0,Salaried,0
C0390,822,49351,215000,5600,115700,0,0,0,0,0,54,0,Business Owner,0
C0391,711,31738,295000,8700,124000,0,0,0,0,0,58,0,Business Owner,0
C0392,632,22485,310000,10400,216600,0,0,0,1,0,36,0,Self-Employed,0
C0393,647,33882,334000,8900,142700,0,0,1,1,0,64,0,Freelance,0
C0394,573,70408,680000,19000,458600,68800,4,5,1,1,33,1,Business Owner,1
C0395,809,60349,660000,16700,526100,0,0,0,1,0,68,1,Freelance,0
C0396,735,56353,236000,5500,169200,0,0,1,0,0,17,0,Freelance,0
C0397,832,23907,97000,2400,21500,0,0,0,0,0,41,0,Freelance,0
C0398,766,54456,475000,16600,329300,88600,5,6,1,0,67,1,Self-Employed,0
C0399,599,30087,148000,3300,56000,0,0,1,1,1,26,0,Freelance,0
C0400,653,113258,1684000,35100,730900,0,0,0,0,0,52,0,Self-Employed,0
C0401,613,21974,149000,4000,56400,0,0,0,0,0,41,0,Salaried,0
C0402,640,108496,760000,18800,584600,18200,1,3,4,2,35,0,Business Owner,1
C0403,734,45452,185000,5100,163700,0,0,0,0,0,21,0,Business Owner,0
C0404,688,52821,171000,4300,111600,20200,4,5,1,1,23,1,Salaried,1
C0405,611,49174,513000,12900,428200,14600,1,1,2,1,34,0,Self-Employed,0
C0406,754,46838,663000,17100,360300,0,0,0,0,0,18,0,Business Owner,0
C0407,574,72887,264000,6200,209000,0,0,0,0,0,32,0,Self-Employed,0
C0408,697,71917,571000,19400,107800,39600,2,3,3,0,26,3,Self-Employed,1
C0409,767,33723,303000,7500,242300,0,0,0,0,0,35,0,Self-Employed,0
C0410,470,25712,79000,2600,34600,6200,2,5,2,2,19,1,Salaried,1
C0411,776,20000,165000,5200,134000,0,0,0,0,0,36,0,Salaried,0
C0412,661,45666,646000,18500,441600,0,0,0,0,0,52,0,Self-Employed,0
C0413,729,20000,60000,1400,19000,4400,3,4,2,1,68,3,Freelance,1
C0414,667,171176,596000,20700,272200,44500,2,3,2,1,65,0,Salaried,1
C0415,796,33870,110000,2500,59400,0,0,0,1,0,48,0,Freelance,0
C0416,841,55009,679000,14900,428300,28500,2,2,1,1,20,1,Freelance,0
C0417,811,59609,419000,13200,207900,0,0,0,0,0,17,0,Self-Employed,0
C0418,697,63000,285000,7200,177800,0,0,0,0,0,19,0,Freelance,1
C0419,718,41662,333000,10300,294600,0,0,0,0,0,48,0,Freelance,0
C0420,687,29023,393000,10300,210500,10700,1,3,1,1,30,1,Freelance,1
C0421,620,75539,1073000,33000,808000,39200,1,3,3,1,73,0,Self-Employed,1
C0422,765,81317,295000,9700,152400,10900,1,3,0,0,16,0,Self-Employed,0
C0423,621,70457,991000,28600,449900,0,0,0,0,0,21,0,Salaried,0
C0424,708,38203,542000,18500,241300,43700,2,2,1,1,41,0,Salaried,1
C0425,585,49775,515000,14700,371700,0,0,1,1,0,56,2,Freelance,0
C0426,667,48403,402000,8300,235200,19000,2,5,1,1,47,2,Self-Employed,1
C0427,708,57520,804000,19300,702000,35200,2,2,2,0,36,1,Self-Employed,1
C0428,690,47750,511000,10400,252500,0,0,0,0,0,68,0,Freelance,0
C0429,580,63656,576000,16200,217000,0,0,0,1,0,22,2,Salaried,1
C0430,498,44149,471000,10300,232800,48400,4,4,3,2,34,3,Self-Employed,1
C0431,621,131557,1893000,44800,1089700,0,0,0,0,0,57,0,Salaried,0
C0432,716,41028,587000,16300,253500,17300,1,2,3,1,15,0,Freelance,0
C0433,657,46485,416000,11700,118500,0,0,1,1,1,79,0,Self-Employed,0
C0434,670,20000,199000,4500,173300,0,0,0,0,0,5,0,Freelance,0
C0435,580,42932,637000,18100,445900,19800,1,3,0,0,50,0,Business Owner,1
C0436,733,118818,933000,23700,301800,0,0,1,0,0,18,0,Freelance,0
C0437,850,29816,198000,4500,43300,0,0,0,1,0,5,0,Freelance,0
C0438,779,90582,583000,15700,177700,15200,1,2,1,1,51,0,Freelance,0
C0439,550,59301,641000,13900,371200,13400,1,5,1,1,19,0,Self-Employed,0
C0440,554,84183,1079000,22200,913500,0,0,0,0,0,9,0,Freelance,0
C0441,474,46680,520000,13700,477900,41900,3,3,2,0,56,1,Freelance,1
C0442,731,51072,408000,10200,259200,0,0,0,1,0,66,0,Business Owner,0
C0443,688,20000,194000,6000,84200,0,0,0,0,0,38,0,Self-Employed,0
C0444,779,49038,560000,17800,241200,0,0,0,0,0,47,0,Business Owner,0
C0445,622,73482,952000,29100,863000,55700,2,4,3,1,45,2,Freelance,1
C0446,671,40573,386000,8600,288400,8800,1,5,0,0,80,0,Self-Employed,0
C0447,616,50034,265000,8600,193400,0,0,0,1,0,27,0,Business Owner,0
C0448,772,26670,140000,4100,58700,4800,1,1,1,1,64,0,Freelance,1
C0449,691,130392,1409000,47000,707800,0,0,0,0,0,39,0,Salaried,0
C0450,522,36550,302000,7200,85100,0,0,0,0,0,32,0,Business Owner,1
C0451,727,70556,849000,26100,582000,0,0,0,0,0,45,0,Self-Employed,0
C0452,790,81635,1098000,27600,840900,0,0,1,0,0,72,1,Business Owner,0
C0453,850,66286,583000,12500,445700,0,0,0,0,0,38,0,Business Owner,0
C0454,613,116829,1317000,33100,489700,0,0,0,0,0,72,0,Business Owner,0
C0455,672,41501,243000,6500,50500,0,0,0,1,1,52,0,Salaried,0
C0456,736,46112,438000,12200,115200,39900,3,3,2,0,24,1,Self-Employed,1
C0457,850,31876,161000,5000,63100,0,0,0,1,0,59,0,Self-Employed,0
C0458,670,52779,547000,11700,253400,0,0,0,0,0,30,0,Self-Employed,0
C0459,599,74412,513000,12800,87500,34900,3,5,1,1,68,0,Freelance,1
C0460,783,75552,227000,7700,63900,7200,1,1,2,0,58,0,Self-Employed,1
C0461,667,30976,178000,4900,62800,0,0,1,0,0,21,0,Self-Employed,0
C0462,736,20000,83000,1900,39900,7900,4,4,2,2,43,2,Salaried,1
C0463,678,92900,411000,8300,161300,0,0,0,0,0,12,0,Freelance,0
C0464,561,81736,1200000,27500,512000,32500,1,2,4,1,43,0,Freelance,0
C0465,641,25532,174000,4500,47000,0,0,0,0,0,53,0,Business Owner,0
C0466,695,79403,449000,10800,355800,61500,5,5,3,1,31,0,Freelance,1
C0467,786,78000,401000,8500,361800,0,0,1,1,0,54,0,Freelance,0
C0468,634,40990,374000,10800,163600,0,0,0,0,0,26,0,Salaried,0
C0469,667,57190,824000,17300,521100,63100,4,7,2,1,43,2,Self-Employed,1
C0470,596,60508,839000,23300,229000,0,0,0,1,0,56,0,Freelance,0
C0471,733,68357,577000,18400,473700,0,0,0,0,0,38,0,Freelance,0
C0472,756,86149,357000,12100,215900,0,0,0,0,0,82,0,Salaried,0
C0473,667,106177,1106000,29700,957000,0,0,0,1,0,66,0,Freelance,0
C0474,636,85949,920000,21800,218400,0,0,0,0,0,37,0,Freelance,0
C0475,757,66966,520000,13000,175500,0,0,0,0,0,7,0,Salaried,0
C0476,521,23165,273000,8300,222900,17400,2,3,1,0,50,1,Business Owner,0
C0477,847,24521,361000,10100,315600,12100,1,3,1,1,75,0,Business Owner,0
C0478,602,116282,740000,22900,254400,42800,2,3,2,0,58,1,Freelance,0
C0479,798,29253,110000,2900,101300,0,0,0,0,0,21,1,Freelance,1
C0480,719,43715,300000,7100,173200,0,0,0,2,0,19,0,Self-Employed,0
C0481,662,29487,259000,6600,114100,15100,2,3,2,1,59,0,Freelance,1
C0482,618,38924,229000,7800,129600,30000,4,5,1,1,32,0,Self-Employed,1
C0483,666,66141,725000,17300,182400,16500,1,1,1,1,96,0,Business Owner,1
C0484,729,59440,316000,6800,274400,0,0,0,0,0,57,0,Freelance,0
C0485,712,94892,395000,11100,281300,0,0,0,0,0,13,0,Freelance,0
C0486,743,53518,673000,22800,627800,54500,2,4,2,0,22,1,Salaried,1
C0487,619,42065,161000,4600,91200,0,0,0,0,0,61,0,Freelance,0
C0488,720,49293,558000,11800,168200,0,0,0,0,0,32,0,Business Owner,0
C0489,638,29388,236000,6500,125400,7500,1,3,3,1,32,0,Freelance,1
C0490,813,43456,453000,14500,224400,0,0,0,1,0,55,0,Self-Employed,0
C0491,720,48178,580000,18700,102200,0,0,0,1,1,34,0,Freelance,0
C0492,656,55410,321000,8600,180900,0,0,0,1,0,41,0,Self-Employed,0
C0493,532,95233,481000,11300,293600,24800,2,2,2,2,48,0,Salaried,0
C0494,753,69115,791000,22800,403400,0,0,1,0,0,5,0,Freelance,1
C0495,684,21780,165000,4400,154200,8000,2,2,3,1,37,0,Salaried,0
C0496,619,40263,217000,6300,43700,0,0,1,0,0,45,0,Salaried,0
C0497,727,27771,222000,5000,155700,0,0,1,0,0,31,0,Freelance,0
C0498,578,105670,1530000,38200,1407200,0,0,0,2,0,11,0,Self-Employed,0
C0499,644,20649,104000,3400,74200,6600,2,4,4,1,53,0,Freelance,1
C0500,579,54470,370000,9800,147100,54900,5,5,0,0,54,1,Self-Employed,1
C0501,589,32470,470000,15900,242500,0,0,0,0,0,66,0,Salaried,0
C0502,734,83696,889000,29900,146200,0,0,0,0,0,63,0,Business Owner,0
C0503,725,84388,656000,18200,519800,0,0,0,0,0,26,0,Freelance,0
C0504,691,34882,428000,13900,122600,0,0,0,1,0,14,0,Business Owner,0
C0505,599,30912,412000,8700,285100,8500,1,1,2,1,51,0,Self-Employed,0
C0506,745,44456,528000,14900,302900,0,0,0,0,0,57,0,Freelance,0
C0507,814,32480,195000,5800,166100,0,0,1,1,0,45,0,Business Owner,0
C0508,558,70060,935000,22700,653900,0,0,0,0,0,61,0,Business Owner,0
C0509,803,107602,1391000,36700,515200,68100,2,3,1,0,19,1,Freelance,1
C0510,815,20000,109000,2400,93100,0,0,0,0,0,80,0,Business Owner,0
C0511,739,36361,522000,11500,286100,12800,1,2,1,0,36,0,Freelance,0
C0512,542,73071,295000,6900,88600,14600,2,3,3,3,30,1,Business Owner,1
C0513,618,49160,574000,18400,219000,0,0,0,2,0,44,0,Salaried,0
C0514,637,25306,339000,10500,160400,11800,1,2,1,1,75,0,Freelance,1
C0515,681,35010,317000,7100,73900,6900,1,2,2,0,25,0,Salaried,1
C0516,702,136097,1876000,42100,1488200,0,0,0,0,0,29,0,Salaried,0
C0517,625,87700,414000,13600,164400,0,0,0,0,0,37,0,Business Owner,0
C0518,640,115506,906000,20000,503200,41800,2,3,5,0,37,2,Self-Employed,1
C0519,783,79233,795000,20200,486300,0,0,0,1,0,38,0,Salaried,0
C0520,562,35093,250000,6500,181600,0,0,1,0,0,58,0,Salaried,0
C0521,645,65805,889000,18000,654300,0,0,0,0,0,43,0,Salaried,0
C0522,594,47773,266000,5600,162100,0,0,0,2,0,32,0,Self-Employed,0
C0523,732,43591,201000,6000,30900,0,0,0,0,0,22,0,Self-Employed,0
C0524,678,47620,606000,18400,442300,0,0,0,0,0,39,0,Salaried,0
C0525,619,52547,752000,19200,661800,0,0,0,0,0,69,0,Self-Employed,0
C0526,749,70688,952000,22100,206600,0,0,0,1,0,34,0,Self-Employed,0
C0527,704,27899,282000,6300,70200,0,0,0,0,0,63,0,Self-Employed,1
C0528,660,75503,510000,13700,235600,0,0,1,0,0,15,0,Freelance,1
C0529,527,72026,495000,14700,411400,0,0,1,0,0,40,0,Salaried,0
C0530,802,66089,651000,13700,158300,0,0,0,0,0,10,0,Self-Employed,0
C0531,774,33327,359000,10600,212800,20700,2,5,1,1,22,3,Freelance,1
C0532,821,54163,446000,13100,188400,0,0,0,0,0,29,0,Business Owner,0
C0533,662,45995,195000,6300,35300,0,0,0,1,0,5,0,Business Owner,0
C0534,785,30504,225000,7300,115500,0,0,0,1,0,37,2,Self-Employed,0
C0535,641,47939,372000,10600,339400,0,0,0,0,0,58,1,Salaried,0
C0536,622,34645,188000,6400,156400,0,0,0,0,0,45,0,Self-Employed,0
C0537,704,62185,502000,13900,223900,0,0,0,1,0,38,0,Business Owner,0
C0538,611,40073,312000,10800,103200,0,0,0,0,0,47,1,Salaried,1
C0539,774,20000,250000,6200,180700,7100,1,1,1,1,9,0,Salaried,0
C0540,847,39609,544000,14100,500200,0,0,0,2,0,13,0,Business Owner,0
C0541,578,87321,766000,22400,363000,112700,5,7,2,1,44,0,Freelance,1
C0542,692,68263,745000,19400,653500,0,0,0,0,0,40,0,Freelance,0
C0543,735,39269,133000,2800,49100,2900,1,3,1,1,52,0,Self-Employed,0
C0544,686,54600,538000,18400,271300,0,0,0,1,0,63,0,Salaried,0
C0545,654,47416,330000,9300,289900,0,0,0,0,0,14,1,Self-Employed,0
C0546,752,43787,333000,10300,176700,37300,4,6,0,0,64,1,Salaried,1
C0547,678,75466,634000,14600,251100,33000,2,3,1,0,36,1,Business Owner,1
C0548,761,100527,1280000,26500,495600,28000,1,2,3,0,37,0,Salaried,0
C0549,687,53513,217000,7100,159700,0,0,0,0,0,97,0,Salaried,0
C0550,699,56994,816000,17500,295500,0,0,0,0,0,37,0,Business Owner,0
C0551,576,32559,234000,7200,104000,0,0,0,1,0,29,1,Freelance,0
C0552,577,42471,608000,19000,192400,57900,3,6,1,1,53,2,Business Owner,1
C0553,725,59785,647000,21300,155200,78700,4,4,2,2,21,0,Salaried,1
C0554,791,52637,658000,18900,509700,18400,1,2,3,0,57,0,Business Owner,0
C0555,657,20894,200000,6800,189800,18400,3,4,2,1,12,0,Salaried,1
C0556,696,22505,121000,3300,33400,0,0,0,0,0,47,0,Freelance,0
C0557,744,49841,478000,13700,225300,0,0,0,0,0,52,0,Freelance,0
C0558,598,28901,189000,5800,63100,16200,3,3,1,1,23,1,Salaried,1
C0559,654,40797,543000,12900,246600,0,0,0,0,0,69,1,Freelance,0
C0560,682,76633,561000,15100,393800,0,0,0,3,0,59,0,Business Owner,0
C0561,681,20000,70000,1800,20500,0,0,0,0,0,76,0,Freelance,0
C0562,626,20000,81000,2400,30800,5300,2,3,1,1,15,1,Self-Employed,0
C0563,636,54723,467000,15600,105300,0,0,1,0,0,40,0,Freelance,0
C0564,579,59033,422000,10600,221700,9600,1,1,2,2,79,0,Self-Employed,0
C0565,696,38805,365000,9400,154100,0,0,1,0,0,42,0,Business Owner,0
C0566,622,31326,300000,6700,77100,0,0,0,0,0,66,0,Freelance,0
C0567,628,102936,634000,16300,347600,18400,1,2,1,1,56,0,Freelance,1
C0568,711,53363,623000,14200,313800,15300,1,3,1,1,33,0,Freelance,1
C0569,676,41346,135000,3700,74400,3900,1,3,1,0,36,0,Business Owner,0
C0570,731,51307,274000,8100,220200,0,0,0,0,0,64,0,Business Owner,0
C0571,757,69714,590000,18000,271600,18900,1,3,2,1,11,0,Self-Employed,1
C0572,768,40447,591000,15700,274600,0,0,0,0,0,48,0,Salaried,0
C0573,735,30880,389000,9800,112100,18700,2,3,2,1,32,0,Business Owner,0
C0574,662,105994,1226000,38100,319500,0,0,0,0,0,41,0,Freelance,0
C0575,808,76977,248000,6100,163700,6700,1,3,2,2,73,0,Self-Employed,1
C0576,706,25170,355000,7900,329000,0,0,1,0,0,54,0,Freelance,0
C0577,788,40854,350000,9800,331100,0,0,0,0,0,51,0,Freelance,0
C0578,647,49064,296000,8200,47900,19300,2,5,1,0,56,2,Business Owner,1
C0579,599,51199,662000,15700,511000,0,0,0,0,0,19,0,Salaried,0
C0580,597,66412,593000,18900,314600,0,0,0,0,0,59,0,Freelance,0
C0581,629,58340,460000,15100,204300,0,0,0,0,0,64,0,Business Owner,0
C0582,527,69161,336000,11000,190600,0,0,0,1,0,35,0,Self-Employed,0
C0583,716,25290,103000,2100,46100,0,0,0,0,0,55,0,Freelance,0
C0584,689,52875,275000,6700,199000,22400,3,5,2,0,26,1,Self-Employed,1
C0585,766,41323,124000,2800,21600,0,0,1,0,0,57,0,Business Owner,0
C0586,674,39185,248000,8200,157200,0,0,0,0,0,41,0,Business Owner,0
C0587,674,29994,334000,11100,250300,0,0,0,0,0,26,0,Business Owner,0
C0588,451,64362,589000,17700,270800,19500,1,3,1,1,36,0,Business Owner,1
C0589,703,38854,180000,3800,167600,0,0,0,0,0,68,1,Business Owner,0
C0590,773,21426,144000,4800,121900,0,0,0,0,0,41,0,Salaried,0
C0591,664,53094,706000,23600,640600,22500,1,2,3,3,41,0,Self-Employed,1
C0592,658,39002,200000,4100,175500,14400,3,3,3,3,39,1,Salaried,1
C0593,705,23334,284000,8300,95300,26300,3,7,3,1,46,0,Self-Employed,1
C0594,785,85653,1030000,28400,891200,0,0,0,0,0,40,0,Freelance,0
C0595,788,140042,1522000,41800,267300,0,0,0,0,0,32,0,Freelance,0
C0596,703,57307,435000,12500,316100,13900,1,4,1,1,35,0,Self-Employed,0
C0597,606,48587,246000,5300,157500,15500,3,3,2,2,55,1,Freelance,1
C0598,749,128528,1239000,25400,651000,0,0,0,0,0,46,1,Freelance,0
C0599,656,60810,387000,8000,304400,0,0,0,0,0,83,0,Freelance,0
C0600,535,30474,274000,7400,154800,13600,2,3,3,2,71,1,Salaried,1
C0601,675,50754,235000,6900,91900,30800,4,5,1,0,21,0,Salaried,1
C0602,646,38384,478000,10800,82600,0,0,1,0,0,60,0,Business Owner,0
C0603,714,20000,82000,2500,59900,0,0,0,0,0,62,0,Self-Employed,0
C0604,514,52945,706000,19100,557500,0,0,0,0,0,18,0,Freelance,0
C0605,715,37779,560000,11400,397200,12300,1,3,2,2,5,0,Self-Employed,1
C0606,587,20000,295000,6300,261900,12900,2,4,3,0,29,1,Business Owner,1
C0607,661,49279,335000,10100,180000,0,0,1,0,0,41,2,Business Owner,0
C0608,717,55749,325000,10900,129200,0,0,0,1,0,12,0,Freelance,0
C0609,698,25007,151000,5200,26100,5400,1,2,3,1,32,0,Business Owner,1
C0610,591,54267,622000,20900,309600,92500,4,6,0,0,35,0,Freelance,1
C0611,642,85870,877000,25500,387700,0,0,0,0,0,45,0,Business Owner,0
C0612,734,78691,476000,15700,411600,14400,1,7,3,1,31,0,Business Owner,0
C0613,642,34349,346000,10100,94500,0,0,0,0,0,35,0,Freelance,0
C0614,662,25176,257000,6400,199100,0,0,0,1,1,49,0,Business Owner,0
C0615,568,31374,283000,7600,120400,0,0,0,2,0,74,0,Business Owner,0
C0616,666,95730,576000,14700,95700,0,0,0,0,0,25,0,Business Owner,0
C0617,850,75667,1002000,32200,256300,0,0,0,0,0,5,0,Self-Employed,0
C0618,619,72864,262000,8600,41400,0,0,0,0,0,50,0,Salaried,0
C0619,548,70830,242000,5000,41400,0,0,0,1,0,78,0,Self-Employed,0
C0620,526,66832,555000,16500,302600,0,0,0,1,0,59,0,Business Owner,0
C0621,716,102118,393000,13100,68600,0,0,0,1,0,11,0,Salaried,0
C0622,602,47783,495000,15400,378100,0,0,0,2,0,8,0,Self-Employed,0
C0623,685,112585,479000,15700,190600,0,0,0,1,0,46,1,Self-Employed,0
C0624,692,69999,739000,24200,286300,111000,4,7,3,1,38,2,Self-Employed,1
C0625,559,37109,494000,15100,290600,0,0,0,0,0,56,1,Freelance,0
C0626,727,27479,370000,11600,312700,0,0,0,0,0,49,1,Business Owner,0
C0627,665,44226,322000,7800,206700,0,0,1,0,0,47,0,Business Owner,0
C0628,632,26194,193000,6600,97500,0,0,0,0,0,43,1,Salaried,0
C0629,715,53693,694000,22700,420100,97100,4,6,1,1,59,0,Self-Employed,1
C0630,628,36011,186000,3800,142700,0,0,0,0,0,56,0,Business Owner,0
C0631,537,37552,318000,6700,250900,23800,3,3,2,2,40,0,Self-Employed,0
C0632,695,32029,337000,9500,229100,22600,2,4,0,0,59,0,Business Owner,1
C0633,707,68725,532000,13600,273800,27500,2,5,1,1,36,2,Self-Employed,1
C0634,471,100204,998000,33100,842500,36300,1,3,0,0,30,0,Business Owner,1
C0635,810,33979,194000,6200,127000,0,0,0,0,0,79,0,Salaried,0
C0636,763,32238,404000,9300,370600,0,0,1,1,0,28,0,Self-Employed,0
C0637,661,54230,276000,6900,131600,20800,3,3,1,1,29,2,Business Owner,1
C0638,781,69910,309000,10000,220800,0,0,1,1,0,32,1,Salaried,0
C0639,684,128430,425000,14400,353400,0,0,0,0,0,45,1,Salaried,0
C0640,704,72725,633000,20800,333700,0,0,0,0,0,45,0,Business Owner,0
C0641,626,76603,742000,22700,191100,0,0,0,1,0,29,1,Self-Employed,1
C0642,692,110989,824000,17300,533700,0,0,0,1,0,28,1,Freelance,0
C0643,664,34097,348000,9600,245600,11100,1,2,0,0,25,0,Salaried,1
C0644,649,33487,307000,8900,240000,0,0,0,0,0,65,0,Salaried,1
C0645,589,65391,895000,29400,189200,65600,2,3,2,1,39,1,Business Owner,1
C0646,652,79258,436000,13800,216500,50100,4,4,0,0,24,1,Freelance,1
C0647,622,69808,277000,9200,231800,29200,3,5,2,0,49,1,Freelance,1
C0648,725,45758,273000,8200,202600,0,0,1,1,0,59,1,Freelance,0
C0649,601,34774,120000,2500,101500,0,0,0,0,0,38,1,Business Owner,0
C0650,713,21974,206000,4500,128300,4700,1,5,2,2,46,0,Self-Employed,0
C0651,446,27668,271000,6000,142400,0,0,0,0,0,73,0,Salaried,0
C0652,564,67446,950000,30000,579100,0,0,1,1,0,42,0,Business Owner,0
C0653,768,65075,967000,24400,608700,0,0,0,1,0,49,0,Freelance,0
C0654,668,40590,370000,10400,134700,0,0,0,0,0,5,0,Salaried,0
C0655,594,22692,236000,7300,109400,0,0,0,0,0,43,0,Salaried,0
C0656,750,64234,756000,26300,278200,0,0,0,0,0,47,0,Freelance,0
C0657,780,97554,538000,11000,267300,0,0,1,1,0,73,0,Freelance,0
C0658,742,63401,494000,13200,410500,0,0,0,0,0,23,0,Salaried,0
C0659,734,34369,111000,3300,58300,0,0,1,1,0,24,0,Salaried,0
C0660,780,88774,535000,13300,437500,0,0,0,0,0,43,0,Self-Employed,0
C0661,695,51390,582000,19800,345500,0,0,1,0,0,53,0,Self-Employed,0
C0662,701,35436,227000,6700,144400,6600,1,2,2,1,72,0,Business Owner,0
C0663,683,50736,291000,5900,133000,20400,3,4,1,1,32,1,Salaried,1
C0664,666,72929,589000,18000,532600,19600,1,3,1,1,28,1,Self-Employed,1
C0665,576,42056,516000,14000,222400,66400,4,8,0,0,28,1,Salaried,1
C0666,722,57082,633000,14600,567300,15600,1,1,0,0,25,0,Freelance,0
C0667,616,75839,451000,15600,70600,0,0,0,1,0,57,0,Self-Employed,0
C0668,678,42732,196000,5900,63000,0,0,0,0,0,38,0,Freelance,0
C0669,730,47839,686000,21700,433300,0,0,0,1,0,42,0,Freelance,0
C0670,664,53766,733000,22700,206500,0,0,0,0,0,24,0,Freelance,0
C0671,716,45717,656000,14500,191500,0,0,0,0,0,68,0,Business Owner,0
C0672,690,54983,554000,17500,273200,0,0,0,0,0,50,0,Freelance,0
C0673,655,97202,1362000,36400,1015300,0,0,0,0,0,55,0,Business Owner,0
C0674,631,48418,620000,21600,294800,24400,1,4,2,0,63,0,Salaried,0
C0675,577,59105,589000,16300,276200,15200,1,1,1,1,78,0,Salaried,0
C0676,781,51933,383000,8200,263900,17800,2,2,4,3,17,1,Self-Employed,1
C0677,657,47808,638000,14400,413100,14800,1,2,3,0,18,0,Self-Employed,1
C0678,712,33056,183000,6000,36000,32500,5,7,3,1,23,1,Business Owner,1
C0679,794,37392,329000,11200,126600,0,0,0,0,0,42,0,Salaried,0
C0680,735,41201,458000,11500,267900,0,0,1,0,0,39,0,Self-Employed,0
C0681,793,34552,364000,9300,95700,0,0,1,1,0,47,0,Self-Employed,0
C0682,695,89870,1014000,35100,220000,0,0,0,0,0,91,0,Self-Employed,0
C0683,694,43744,384000,10300,187800,0,0,1,0,0,59,0,Salaried,0
C0684,767,54090,696000,15200,576900,0,0,0,1,0,27,0,Self-Employed,0
C0685,612,46273,298000,9500,80800,0,0,1,1,0,52,0,Salaried,0
C0686,605,118602,419000,13300,290400,0,0,1,0,0,49,0,Freelance,0
C0687,730,27567,210000,6800,191100,0,0,0,1,0,43,1,Freelance,0
